Time,Operator,Flight #,Route,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Date_parsed,Modele,Version,Ville,Pays,Aboard_filled,Fatalities_filled
,Lineas Aéreas la Urraca,,Bogota - San Andres,HK-1347,442,20.0,20.0,0.0,Crashed shortly after leaving Bogota after an explosion aboard.,1972-01-21,vickers,viscount 837,near funza,colombia,20.0,20.0
10:30,SATENA,,Medellin - Buenaventura,FAC-661,,39.0,39.0,0.0,The aircraft struck a mountain in rain and thunderstorms operating as a non-scheduled passenger airliner run by the military.,1972-01-21,douglas,c-47,near betania,colombia,39.0,39.0
16:10,JAT Yugoslav Airlines,JU 367,Stockholm - Belgrade,YU-AHT,47482/592,28.0,27.0,0.0,"The plane crashed after the detonation of a bomb in the forward cargo hold. A flight attendant,  22 year old Vesna Vulovic, fell 33,330 feet in the tail section and although she broke both legs and was temporarily paralyzed from the waist down, she survived. She was in a coma for 27 days and it took 16 months for her to recover. The bomb was believed to be placed on the plane by a Croatian extremist group. On January 27, 1997, 25 years after the crash, Vesna Vulovireturned to the crash-site and was reunited with the firemen who pulled her from the wreckage and the medical team who looked after her in the hospital.",1972-01-26,mcdonnell,douglas dc-9-32,near hermsdorf,czechoslovakia,28.0,27.0
,PENAS,,,XW-PEH,43126/132,9.0,6.0,0.0,Due to a compass error the aircraft became lost and crashed during a forced landing due to fuel starvation.,1972-02-01,douglas,dc-6,near tegal,indonesia,9.0,6.0
,Air America,,Ban Xon - Pha Khao,393,51,38.0,1.0,0.0,Crashed while attempting to land. Overloaded,1972-02-04,havilland,canada c-7a caribou,pha khao,laos,38.0,1.0
19:00,Clarkes Thunder - Air Taxi,,"Gallup, NM - Battle Mountain, NV",N8933U,,2.0,2.0,0.0,Pilot flying too high and suffered hypoxia. Pilot had emphysema and advanced arteriosclerosis. No oxygen aboard the aircraft.,1972-02-04,beechcraft,s35,battlemountain,nevada,2.0,2.0
,TAC Colombia,772,Bogota - Valledupar,HK-1139,0075,19.0,19.0,0.0,Disappeared while en route. Wreckage found 3 days later.,1972-02-05,fairchild,f-27,near valledupar,colombia,19.0,19.0
13:20,Royal Air Lao,,Savannakhet - Vientiane,XW-TDE,43126,23.0,23.0,0.0,Shot down while en route. Aircraft not found.,1972-02-11,douglas,dc-4,near vientiane,laos,23.0,23.0
02:55,Hankins Airways - Air Taxi,,"Chicago, IL - Detroit, MI",N80398,,2.0,2.0,0.0,The aircraft failed to maintain flying speed after a engine failure for undetermined reasons. Ice seen on aircraft before and after the accident.,1972-02-16,beechcraft,d 18s,jackson,mississippi,2.0,2.0
,Military - U.S. Air Force,,,62-1813,3775,7.0,5.0,0.0,Midair collision with a T-37 trainer while on approach to Little Rock. Both pilots on the trainer ejected safely.,1972-02-19,lockheed,c-130e hercules,little rock,arkansas,7.0,5.0
10:32,Sun Valley Airways - Air Taxi,,"Hailey, ID - Boise, ID",N1027C,,4.0,4.0,0.0,In-flight fire caused in-flight structural failure. Left wing separated due to fire resulting from engine cylinder separation. Excessive working hours may have contributed to the accident.,1972-02-20,beechcraft,65-b80,fairfield,idaho,4.0,4.0
07:05,Alii Air Hawaii - Air Taxi,,"Honolulu, HI - Lanai, HI",N5642V,,8.0,8.0,0.0,Flew into thunderstorm activity and crashed into ocean for reasons unknown. Continued VFR flight into adverse weather conditions.,1972-02-22,beechcraft,d 18s,molokai,hawaii,8.0,8.0
20:48,Mohawk Airlines,405,"New York City - Albany, NY",N7818M,541,48.0,16.0,1.0,"The aircraft was on final approach to Albany County Airport in light snow and two miles visibility, when the pilot reported a malfunctioning left propeller cruise pitch lock. The captain ordered the engine shut down but the crew was unsuccessful in feathering the prop and the plane began to lose altitude. The plane crashed 4 miles short of the runway into a two-family house killing one man. Malfunction of the cruise pitch lock.  Inability of the crew to feather the left propeller, in combination with the descent below the minimum approach altitude. The reason for the malfunction and inability to feather the prop remains undetermined.",1972-03-03,fairchild-hiller,fh-227-b,albany,new york,48.0,16.0
,Military - U.S. Air Force,,,58-0048,17793/263,5.0,5.0,0.0,"While attempting to land the right wing struck the ground, the plane crashed and burned.",1972-03-13,boeing,kc-135a,fort worth,texas,5.0,5.0
22:00,Sterling Airways,296,Colombo - Dubai,OY-STL,267,112.0,112.0,0.0,"The aircraft struck a mountain ridge during approach, 50 miles E of Dubai. Incorrect information from an outdated flight plan.",1972-03-14,aerospatiale,caravelle super 10b,near al fujayrah,united arab emirates,112.0,112.0
,EgyptAir,763,Cairo - Aden,YU-AHR,47503/587,22.0,22.0,0.0,"The aircraft crashed into Shamsam Mountain and exploded, during a visual approach, 4 miles SW of the airport.",1972-03-19,mcdonnell,douglas dc-9-32,shamsam mountains,south yemen,22.0,22.0
,Military - U.S. Air Force,,,55-0044,3071,14.0,14.0,0.0,Struck by a surface-to-air missile.,1972-03-28,lockheed,ac-130a hercules,near tchepone,laos,14.0,14.0
,AVENSA,,,YV-C-EVF,22577,2.0,2.0,0.0,The cargo plane crashed.,1972-04-06,curtiss,c-46f,near san fernando,venezuela,2.0,2.0
21:26,VASP,,Sao Paulo - Rio de Janeiro,PP-SMI,2059,25.0,25.0,0.0,"Crashed in mountainous terrain,  50 miles north of Rio de Janeiro, while on approach.",1972-04-12,namc,ys-11a-211,near rio de janeiro,brazil,25.0,25.0
22:10,Aero Transporti Italiani,,Rome - Foggia,I-ATIP,10251,18.0,18.0,0.0,Crashed into high ground while en route in thunderstorm activity. Loss of control due to downdrafts and updrafts in thunderstorm activity.,1972-04-16,fokker,f-27 friendship 200,near ardinello di amaseno,,18.0,18.0
17:18,Helaire Helicopter,,Sightseeing,N8467E,,3.0,3.0,0.0,Float equipped sightseeing helicopter encountered turbulence which led to the blades flapping and a steep nose down crash into the river.,1972-04-17,bell,47j-2,new york,new york,3.0,3.0
09:39,East African Airways,720,Addis Ababa - Rome,5X-UVA,881,107.0,43.0,0.0,The aircraft broke-up after overrunning the runway and an aborted takeoff. Partial loss of braking power due to the incorrect reassembly and repairs of the braking system.,1972-04-18,bac,super vc-10 1154,addis ababa,ethiopia,107.0,43.0
,SATCO,,,OB-R-653,17102/34369,6.0,6.0,0.0,The cargo plane struck a mountain in poor weather conditions. The pilot elected to use a cruising altitude lower than stipulated in order to save time and continue flying in VFR conditions.,1972-04-20,douglas,c-47d,near moyobamba,peru,6.0,6.0
12:23,Air America,,"Long Tieng, Laos - Moung Cha, Laos",N391R,,10.0,4.0,0.0,Hit trees while flying through a mountain pass in rain and fog.,1972-04-24,pilatus,pc6ch2,nyot mo,laos,10.0,4.0
,Military - U.S. Air Force,,,64-0508,3992,6.0,6.0,0.0,Shot down by enemy fire.,1972-04-26,lockheed,c-130e hercules,near an loc,vietnam,6.0,6.0
,Aeroflot,,,CCCP-87778,9040314,18.0,18.0,0.0,Crashed on approach. Windshear.,1972-05-04,yakovlev,yak-40,bratsk,ussr,18.0,18.0
22:24,Alitalia,112,Rome - Palermo,I-DIWB,45625/150,115.0,115.0,0.0,The plane cashed into Mt. Lunga during an approach to Palermo. The crew's non-adherence to airport traffiregulations. The aircraft was named Antonio Pigafetta.,1972-05-05,mcdonnell,douglas dc-8-43,near carini,italy,115.0,115.0
,Aerotechnia,,Ciudad - La Centella,YV-C-GAI,26613,7.0,7.0,0.0,Struck a mountain while en route.,1972-05-08,douglas,c-47b,cuidad,venezuela,7.0,7.0
10:25,Military - U.S. Army,,Bien Hoa - Vung Tau,,,34.0,34.0,0.0,Metal fatigue of the spar in a blade led to separation of the blade and loss of control of the aircraft.,1972-05-10,boeing,vertol ch47a (helicopter),near gia dinh,south vietnam,34.0,34.0
12:29,Ross Aviation - Air Taxi,,"Albuquerque, NM - Sante Fe, NM",N841NS,,9.0,9.0,0.0,"Forward cargo door was not secured, opened in flight. Cargo damaged left propeller. Open door created extra drag. Pilot lost control and crashed.",1972-05-19,beechcraft,65-b80,albuquerque,new mexico,9.0,9.0
,DTA Angola Airlines,,Luanda - Lobito - Sa Da Bandeira,CR-LLD,10439,25.0,22.0,0.0,Overshot the runway in heavy fog and crashed into the ocean while landing.,1972-05-21,fokker,f-27 friendship 200,lobito,angola,25.0,22.0
,General Air,,,D-IDHC,31,13.0,8.0,0.0,Crashed after taking off this North sea island for another island.,1972-05-27,havilland,canada dhc-6 twin otter,near helgoland,germany,13.0,8.0
06:04,Petrolium Helicopter,,"Dulac, LA - Gulf oil platform",N2256W,,11.0,11.0,0.0,Crashed into the water after the fatigue failure of both tail rotor blade grips.,1972-05-29,bell,205a,dulac,louisiana,11.0,11.0
,Amazonese Importacao e Exportacao,,,PP-PDG,2037,18.0,9.0,0.0,"Cashed into trees shortly after taking off after two engines failed. Refueling directly from the trucks, without allowing sufficient time for the fuel to settle.",1972-05-29,lockheed,049 constellation,cruzeiro do sul acre,brazil,18.0,9.0
06:24,Delta Air Lines,9570,Training,N3305L,45700,4.0,4.0,0.0,While practicing touch and go landing the aircraft crashed after getting caught in the wake turbulence of a DC-10. An encounter with a trailing vortex generated by a preceding 'heavy' jet which resulted in an involuntary loss of control of the airplane during final approach. Although cautioned to expect turbulence the crew did not have sufficient information to evaluate accurately the hazard or the possible location of the vortex. Existing FAA procedures for controlling VFR flight did not provide the same protection from a vortex encounter as was provided to flights being given radar vectors in either IFR or VFR conditions.,1972-05-30,mcdonnell,douglas dc-9-14,dallas/ft. worth,texas,4.0,4.0
11:05,Fairbanks Air - Air Taxi,,"Fairbanks, AK - Valdez, AK",N3990G,,2.0,2.0,0.0,Flew into mountain pass in fog. Wing caught ground in turnaround. Continued VFR flight into adverse weather conditions.,1972-06-01,cessna,u206c,valdez,alaska,2.0,2.0
09:30,Smyer Aircraft - Air Taxi,,"Arkansas City, KS - White Plains, NY",N234AP,,2.0,2.0,0.0,In flight engine fire caused left wing to separate.,1972-06-03,beechcraft,e18s,winfield,kansas,2.0,2.0
,Military - U.S. Navy,,Rota - Souda Bay,15-2182,185-5152,14.0,14.0,0.0,Crashed into a mountain en route.,1972-06-03,lockheed,p-3a orion,near jesbel musa,morocco,14.0,14.0
,Air America,,Siagon - Hue-Phu Bai - Pleiku,EM2,30460,32.0,32.0,0.0,Crashed on approach.,1972-06-05,curtiss,c-46a,near pleiku,vietnam,32.0,32.0
,Aerolineas Flecha Austral,,,CC-CDU,33369,3.0,3.0,0.0,On approach the aircraft struck El Ovejero mountain.,1972-06-13,curtiss,c-46d,santiago,chile,3.0,3.0
,Military - Vietnamese Air Force,,,,,47.0,47.0,0.0,"Shot down by enemy fire, 60 miles north of Saigon, shortly after taking off.",1972-06-13,boeing,vertol ch-47 (helicopter),near an loc,south vietnam,47.0,47.0
20:20,Japan Air Lines,471,Bangkok - Delhi,JA8012,45860/213,87.0,82.0,4.0,The aircraft crashed short of the runway. Indian officials claimed the crash was caused by a disregard for prescribed procedures in abandoning all instrument references before making visual contact with the runway. Japanese investigators claimed a false glide path signal was responsible for the descent into terrain.,1972-06-14,mcdonnell,douglas dc-8-53,near new delhi,india,87.0,82.0
14:00,Cathay PacifiAirways,700Z,Bangkok - Hong Kong,VR-HFZ,22-7-1-53,81.0,81.0,0.0,"The plane crashed while en route from Singapore to Hong Kong. Detonation of an explosive device in the passenger cabin in a suitcase under a seat. A Thai police lieutenant, accused of planting the bomb, was acquitted due to lack of sufficient evidence.",1972-06-15,convair,cv-880-22m-21,near pleiku,vietnam,81.0,81.0
01:50,Air Central,,"Harlingen, TX - Austin, TX",N9077N,,5.0,5.0,0.0,Mentally distrubed passenger in rear seat shot pilot twice.,1972-06-18,cessna,182n,smiley,texas,5.0,5.0
23:55,Military - U.S. Air Force,,,55-0043,3070,15.0,12.0,0.0,Struck by a surface-to-air missile while landing.,1972-06-18,lockheed,ac-130a hercules,huê,vietnam,15.0,12.0
,Aeroflot,,,CCCP-11215,,122.0,122.0,0.0,Structural failure and separation of both wings due to a fatigue crack in the center wing section.,1972-06-18,antonov,an-10a,near kharkov,ussr,122.0,122.0
16:11,British European Airways,548,London - Brussels,G-ARPI,2109,118.0,118.0,0.0,The plane crashed into a field shortly after taking off from Heathrow Airport. The airplane stalled after the wing's leading edge devices were retracted prematurely after takeoff.  Failure of the captain to maintain adequate speed after noise abatement procedures. Premature retraction of the slats. Incapacitation of the captain due to a possible arterial hemorrhage.,1972-06-18,hawker,siddeley trident 1c,london heathrow,england,118.0,118.0
23:17,Prinair,191,San Juan - Ponce,N554PR,14085,20.0,5.0,0.0,"The pilot over-rotated during a go-around from a landing attempt , lost control and crashed. Crew error. The reason for rejecting the landing is not known.",1972-06-24,havilland,dh-114 heron 2b,ponce,puerto rico,20.0,5.0
13:17,Seventy Airways - Air Taxi,,"Almond Dam, NY - Salamanica, NY",N9067F,,3.0,3.0,0.0,Hti wires above creek while surveying flood damage.,1972-06-25,hughes,369hs,hornell,new york,3.0,3.0
09:37,North Central Airlines / Air Wisconsin,290 / 671,"Chicago, IL - Appleton, WI - Sheboygan, WI",N90858/N4043B,083 / 013,13.0,13.0,0.0,Both aircraft were proceeding under VFR getting ready to land when there was a midair collision. Both aircraft crashed into Lake Winnebago and sank. The failure of both flightcrews to detect visually the other aircraft in sufficient time to initiate evasive action.,1972-06-29,convair,cv-580/hav. twin otter 100,appleton,wisconsin,13.0,13.0
,Inter City Flug,,,D-CASY,1029,8.0,7.0,0.0,The takeoff was aborted and the plane overran the runway and crashed into a camp and caught fire. Elevator gust locks not removed.,1972-06-29,mbb,hfb-320 hansa jet,blackpool,england,8.0,7.0
07:43,Casino Air - Air Taxi,,Sightseeing,N29169,,5.0,2.0,0.0,The aircraft flew into a blind canyon. Stalled and crashed into rising terrain while in a turnaround.,1972-06-30,beechcraft,u206c,steamboat,nevada,5.0,2.0
,PacifiSouthwest Airlines,710,Sacramento - San Francisco,,,86.0,3.0,0.0,Two hijackers and one passenger killed.,1972-07-05,boeing,737-200,san francisco,california,86.0,3.0
,Aviaco,331,"Las Palmas - Hamberg, Germany",EC-ARA,45617/136,10.0,10.0,0.0,"The plane ditched into the sea, 14 miles from Gran Canana Island.",1972-07-06,mcdonnell,douglas dc-8-52,off las palmas,spain,10.0,10.0
,Military - U.S. Marine Corps,,,156658,,67.0,52.0,0.0,"Shot down by enemy fire, 60 miles north of Siagon.",1972-07-11,sikorsky,ch-53d (helicopter),near quang tri,south vietnam,67.0,52.0
16:00,Military - Royal Norwegian Air Force,,Bardufoss - Bodoe,67-056,56,19.0,19.0,0.0,Crashed in rain and fog on the island of Hinno while preparing to land at Skagon Airport. Navigational error.  The pilot was found be under the influence of alcohol.,1972-07-11,havilland,canada dhc-6 twin otter 100,near grytoya,norway,19.0,19.0
,Charter,,,,,84.0,1.0,0.0,"On the takeoff run, a loud explosion was heard and the takeoff was aborted. The aircraft never became airborne,  overran the runway and crashed into shallow water.  On passenger that did not have her seatbelt on was killed.",1972-07-20,sud-aviation,se210 caravelle,corfu island,greece,84.0,1.0
,AVIANCA / AVIANCA,,,HK1341X/HK107,11716 / 11723,38.0,38.0,0.0,Midair collision. Seventeen aboard the HK-134 and twenty-one aboard the HK-107 killed.,1972-07-29,douglas,dc-3 / douglas dc-3,villavicencio,colombia,38.0,38.0
04:00,Military - U.S. Air Force,,,62-1853,3817,44.0,30.0,0.0,The aircraft was hit by small arms fire shortly after taking off from SoTrang Air Base.,1972-08-12,lockheed,c-130e,near sotrang,south vietnam,44.0,30.0
,Indian Airlines,,Gwalior - Delhi,VT-DME,10175,18.0,18.0,0.0,Crashed on second approach after the pilot used the wrong flap setting and gears down after initiating a go-around.,1972-08-12,fokker,f-27 friendship 100,near delhi,india,18.0,18.0
17:00,Interflug,,Berlin - Birgas,DM-SEA,00702,156.0,156.0,0.0,"In cargo bay 6, hot air, leaking from an air conditioning system, melted insulation off cabling causing a short circuit in the stabilizing system. Melting insulation ignited flammable fluid which led to an uncontrollable fire that eventually weakened the structure until the tail fell off.",1972-08-14,ilyushin,il-62,near konigs wusterausen,east germany,156.0,156.0
,Burma Airways,,Sandoway - Rangoon,XY-ACM,26979,31.0,26.0,0.0,Lost control soon after it took off and crashed into the sea.,1972-08-16,douglas,dc-3 (c-47a-dk),near sandoway,myanmar,31.0,26.0
,Lineas Areas Venezolanas,,Canaima - C iudad,YV-C-AKE,4705,34.0,34.0,0.0,The aircraft crashed while the crew was returning to the airport after experiencing a No.1 engine failure.,1972-08-27,douglas,c-47-dl,canaima,venezuela,34.0,34.0
14:30,Military - Royal Australian Air Force,,Lae - Port Moresby,A4-233,,29.0,25.0,0.0,"While traveling through a valley, the pilot reversed his course after the weather deteriorated. He began to climb but clipped trees just below a ridge, lost control of the aircraft and crashed. The pilot's error in judgement in not flying about the poor weather in the valley.",1972-08-28,havilland,canada dhc-4 caribou,papua,new guinea,29.0,25.0
,Aeroflot,,,CCCP-74298,182004505,101.0,101.0,0.0,"The aircraft crashed, trailing heavy smoke. Fire caused by spontaneous ignition of passenger baggage.",1972-08-31,ilyushin,il-18,near magnitogorsk,russia,101.0,101.0
,Ansett Airlines of Papua New Guinea,,,VH-PNI,SH-1840,4.0,4.0,0.0,"While on a VFR flight, the aircraft, struck  Mt. Giluwe at  14,346 feet. Cause undetermined.",1972-09-01,shorts,sc-7 skyvan 3-300,mt siluwe,new guinea,4.0,4.0
17:57,Servicios Aereas Virgen de Copacabana,,,CP-959,26903,8.0,1.0,0.0,"The No.1 engine failed during takeoff, the aircraft banked left, lost height, touched down again and ran through small trees and a fence . The right gear collapsed and the nose hit the ground.",1972-09-07,curtiss,c-46a-40-cu,trinidad,bolivia,8.0,1.0
10:20,Ethiopian Airlines,,Axum - Gondar,ET-ABQ,4325,11.0,11.0,0.0,Crashed after a wing separated from the fuselage.,1972-09-10,douglas,dc-3,gondar,ethiopia,11.0,11.0
12:00,Military - Royal Nepalese Air Force,,Panchkhal - Tribuvan,9N-RF10,9950,31.0,31.0,0.0,Crashed while en route with paratroopers.,1972-09-13,douglas,c-47,near dhulikhel,nepal,31.0,31.0
,Private,,,N275X,,1.0,0.0,22.0,"A World War II vintage Sabrejet fighter leaving an air show at Executive Airport was unable to get airborn and crashed into a Farrell's Ice Cream Parlor on Freeport Blvd. Twenty-two people on the ground, including 12 children were killed. The pilot, was pulled from the wreckage by a bystander and survived. The pilot tried to lift off too quickly, pointing the nose of the jet three times higher than the normal angle. Instead of becoming airborne sooner, the plane had trouble getting off the ground.",1972-09-24,f-86,sabrejet,sacramento,california,1.0,0.0
,Air Vietnam (South Vietnam),,Vientiane - Saigon,XV-NUH,10588,13.0,10.0,0.0,Crashed 23 miles from Saigon while attempting an emergency landing.,1972-09-24,douglas,c-54d-1-dc,near ben cat,south vietnam,13.0,10.0
,Spantax,,Training,EC-AQE,14196/25641,6.0,1.0,0.0,"The student pilot rotated too quickly, the plane stalled and crashed.",1972-09-30,douglas,c-47b,madrid,spain,6.0,1.0
,Cambodia Air,,,XW-TDA,13729,9.0,9.0,0.0,Shot down by a mortar shell while approaching to land at Kampot.,1972-10-02,douglas,dc-3,kampot,cambodia,9.0,9.0
18:00,Aeroflot,,Adler - Moscow,CCCP-75507,183006405,109.0,109.0,0.0,"The flight ditched into Black Sea shortly after takeoff. The accident occurred in good weather and visibility, and ground controllers received no distress message prior to the crash. An investigation failed to reveal its cause.",1972-10-02,ilyushin,il-18b,near adler,russia,109.0,109.0
18:12,Flamingo Airlines - Air Taxi,,"Bimini, Bahamas - Nassau, Bahamas",N4900,,2.0,2.0,0.0,Flew into thunderstorm activity and crashed into the ocean. Continued VFR flight into adverse weather conditions.,1972-10-12,aero,commander 680e,north atlantiocean,,2.0,2.0
21:50,Aeroflot,,Leningrad - Moscow,CCCP-86671,70301,174.0,174.0,0.0,The aircraft crashed at the outer marker while attempting to land for the third time in poor weather conditions.  Sudden incapacitation of the crew for reasons unknown.,1972-10-13,ilyushin,il-62,near krasnaya polyana,ussr,174.0,174.0
15:30,Uruguayan Air Force - TAMU,,Mendoza - Santiago,T-571,572,45.0,29.0,0.0,"The plane left Montevideo bound for Santiago, Chile carrying the Old Christians Rugby Team. After leaving Mendoza and while flying at FL150, the copilot radioed he was over Curico and requested clearance to FL100. Because of head winds, the plane was actually still over the Andes. As the plane descended into clouds it ran into turbulence and the crew found themselves surrounded by mountains on all sides. The crew tried to climb out but the right wingtip struck the mountainside. The right wing detached and separated from the aircraft taking off part of the tail. The fuselage slid down a mountain slope and came to rest in the Andes mountains at an altitude of 12,000 feet. The survivors were not found until 12/22/72. Eight passengers died in an avalanche on October 30. Survivors resorted to cannibalism to stay alive. The book and movie 'Alive' is based on this accident. The aircraft flew into a rotor zone or mountain wave which led to loss of control of the aircraft.",1972-10-13,fairchild-hiller,fh-227d/lcd,near san fernando,chile,45.0,29.0
09:00,Private,,"Anchorage, AK - Juneau, AK",N1812H,35912,4.0,4.0,0.0,"The plane was on a flight from Anchorage to Juneau when it disappeared as it was approaching the Chugach Mountain range.  The weather along the prescribed route was not condusive to VFR flight.  Louisiana Congressman and House Majority Leader Hale Boggs, Alaska Congressman Nick Begich and his aide killed. Cause unknown.",1972-10-16,cessna,310c,off the alaska coast,,4.0,4.0
c:09:00,OlympiAirways,,Kerkira - Athens,SX-BBQ,2155,53.0,37.0,0.0,Crashed into the sea just short of the runway while on approach in poor visibility.,1972-10-21,namc,ys-11a-202,off athens,greece,53.0,37.0
,Air Melanesie,,,F-OCRH,221,8.0,1.0,0.0,,1972-10-23,britten-norman,bn-2a-6 islander,tanna,vanuatu,8.0,1.0
19:20,Air Inter,696,Lyon - Clermont,F-BMCH,050,68.0,60.0,0.0,Crashed while landing in severe turbulence. Faulty indication by radio compass.,1972-10-27,vickers,viscount 724,near noiretable,france,68.0,60.0
,Aero Transporti Italiani,,Napoli - Bari,I-ATIR,10301,27.0,27.0,0.0,Plummeted to the ground and burst into flames near a farmhouse after losing control with the tower. Visual approach in descent below minima.,1972-10-30,fokker,f-27 friendship 200,poggiorsini,italy,27.0,27.0
18:00,Military - U.S. Army,,,,,22.0,22.0,0.0,Shot down by enemy fire over the Mekong Delta region.,1972-10-31,boeing,vertol ch-47 (helicopter),near my tho,south vietnam,22.0,22.0
,Balkan Bulgarian Airlines,,Burgas - Sofia,LZ-ILA,146001046,35.0,35.0,0.0,"The crew elected to divert to Plovdiv due to fog. While on approach, the aircraft flew into a mountain.",1972-11-04,ilyushin,il-14p,near plovdiv,bulgaria,35.0,35.0
23:20,Metro Air Systems,,"Hopkinsville, KY - Lexington, KY",N2700S,,11.0,11.0,0.0,"Improperly loaded aircraft, weight and center of gravity.",1972-11-17,beech,g18s,elkton,kentucky,11.0,11.0
19:51,Japan Air Lines,446,Moscow - Tokyo,JA8040,46057/474,76.0,62.0,0.0,"The aircraft lost altitude while taking off and crashed. The copilot responded to the captain's 'gear-up' command by reaching forward and pulling back on the ground spoiler handle, rather than lifting the gear handle which was immediately ahead of the spoiler control. Late night partying by the crew was suspected the night before.",1972-11-28,mcdonnell,douglas dc-8-62,near moscow,russia,76.0,62.0
20:27,Luthi Aviation - Air Taxi,,"Minneapolis, MN - St. Paul, MN",N717B,,2.0,2.0,0.0,Lost both engines on final approach. Struck trees and 2 houses. Fuel starvation. Did not refuel in Duluth.,1972-11-29,beechcraft,c-45h,st. paul,minnesota,2.0,2.0
06:45,Spantax,,Tenerife - Munchen,EC-BZR,30-10-25,155.0,155.0,0.0,Reached a height of 300 feet  when the plane suddenly plunged to earth and crashed. Loss of control precipitated by abnormal maneuvers made by the pilot in command in zero visibility.,1972-12-03,convair,cv-990-30a-5 coronado,tenerife,canary islands,155.0,155.0
15:05,EgyptAir,,Training,SU-AOW,19845/809,6.0,6.0,0.0,Crashed after the No. 4 engine separated from the plane.,1972-12-05,boeing,707-336c,beni sueif,egypt,6.0,6.0
,Military - U.S. Air Force,,,64-0558,4059,12.0,12.0,0.0,"During a training exercise a  F-102A  jet fighter collided with the C-130, causing both planes to crash.",1972-12-05,lockheed,c-130e hercules,myrtle beach,south carolina,12.0,12.0
,Superior Airways,,,CF-AUQ,15281/26726,3.0,3.0,0.0,"The aircraft entered a spiral, while the captain tried to remove ice from the windscreen with a scraper. This caused a violent correction which led to a high speed stall. The DC-3 crashed  12 miles south of LaRandall in a nose and wing down attitude.",1972-12-06,douglas,c-47b-15-dk,near  larandall,canada,3.0,3.0
,Pakistan International Airlines,631,Gilgit - Rawalpindi,AP-AUS,10314,26.0,26.0,0.0,Crashed into hilly area in poor weather conditions.,1972-12-08,fokker,f-27 friendship 400,near rawalpindi,pakistan,26.0,26.0
19:15,Red Carpet Flying Service - Air Taxi,,"Spokan, WA - Walla Walla, WA",N3483Q,,4.0,4.0,0.0,Pilot not advised of weather by approach control. Weather conditions below minima.,1973-02-12,cessna,320e,walla walla,washington,4.0,4.0
14:28,United Air Lines,553,Washington - Chicago,N9031U,19069/75,61.0,43.0,2.0,"The aircraft crashed while making a nonprecision instrument approach to Runway 31L. The accident occurred in a residential area approximately 1.5 miles southeast of the approach end of Runway 31L. Upon reaching mimimum descent altitude, the pilot raised the nose of the aircraft to stop the descent. The stall warning horn sounded and continued to sound until the plane crashed 17 seconds later. The aircraft was destroyed by impact and subsequent fire. The captain's failure to exercise positive flight management during the execution of a non-precision approach, which culminated in a critical deterioration of airspeed resulting in a stall from which level flight could no longer be maintained. U.S. Representative from Illinois George Collins killed. Wife of  Watergates E. Howard Hunt, Dorothy Hunt, also killed.",1972-12-08,boeing,b-737-222,chicago,illinois,61.0,43.0
11:46,Zantop Airways,,"Detroit, MI - Lexington, KY",N20M,23-094,2.0,2.0,1.0,The positioning flight failed to climb after takeoff and crashed into a fuel storage tank.,1972-12-15,learjet,23,detroit,michigan,2.0,2.0
18:00,Delta Air Lines/ North Central Airlines,954/575,Tampa - Chicago / Chicago - Madison,N8897E/N954N,22-00-29 / 47159/231,133.0,10.0,0.0,"The Delta Convair, taxing across Runway 27L, after landing in heavy fog, was hit by the North Central DC-9 as it took off, shearing off its tail. The DC-9 came crashing back down on the runway and caught fire. Ten people out of 45 aboard the DC-9 were killed. None of the 88 aboard the Convair were killed. The ATC gave ambiguous instructions to the Delta crew, did not use all available information to determine the location of the CV-880 and the CV-880 crew did not request clarification of the controller's instructions.",1972-12-20,convair,cv-880 / mcdonnell dc-9-31,chicago,illinois,133.0,10.0
,Military - U.S. Air Force,,,56-0490,3098,16.0,14.0,0.0,Shot down by enemy fire. Fuel began to leak and an explosion tore off the left wing. Two crew members parachuted to safety.,1972-12-21,lockheed,ac-130a hercules,near pakse,laos,16.0,14.0
,Air Guadeloupe,,Guadeloupe - St. Maarten,F-OGFE,258,13.0,13.0,0.0,Crashed on approach into the sea.,1972-12-21,havilland,canada dhc-6 twin otter 300,off st. maarten off,netherlands antilles,13.0,13.0
,Braathens,,Alesund - Oslo,LN-SUY,11011,45.0,40.0,0.0,Hit high ground while on approach to Fornebu Airport in Oslo. Pilot error.,1972-12-23,fokker,f-28 fellowship 1000,skaugum,norway,45.0,40.0
23:42,Eastern Air Lines,401,New York City - Miami,N310EA,1011,176.0,103.0,0.0,"The crew was preoccupied with a landing gear problem and was trying to replace the landing gear light while on autopilot and in a holding pattern. As the captain got up to help, he inadvertently pushed on the yoke releasing the autopilot. With no ground reference and  under nighttime conditions, the aircraft gradually descended until it crashed into Everglades, 18.7 miles west-northwest of Miami . The failure of the crew to monitor the flight instruments during the final 4 minutes of flight, and to detect a descent soon enough to prevent impact with the ground. After spare parts from the L-1011 were used on other planes, apparitions of the captain, Robert Loft and flight engineer, Don Repo began to be reported by Eastern employees. The book 'The Ghost of Flight 401'and movies 'The Ghost of Flight 401' and 'Crash' are based on this accident. Three passengers and one crew member died in weeks following the accident making the total 103.",1972-12-29,lockheed,l-1011 tristar1,everglades national park,florida,176.0,103.0
